ID||Area||Block||Variable||Path||NcuVariable||IsAxis||IsChannelAxis||PhysicalUnit||Version||Type||ColumnIndex||GudIdx1||GudIdx2||GudIdx3||HelpId
32||C||CP||aaCpActLa||/Channel/GenericCoupling/aaCpActLa||$AA_CPACTLA||1||1||NO_UNIT||650000||uint_16||4||0||0||0||4849
33||C||CP||aaCpBlockChg||/Channel/GenericCoupling/aaCpBlockChg||$AA_CPBC||1||1||NO_UNIT||650000||string||7||0||0||0||4851
34||C||CP||aaCpDefLa||/Channel/GenericCoupling/aaCpDefLa||$AA_CPDEFLA||1||1||NO_UNIT||650000||uint_16||2||0||0||0||4847
35||C||CP||aaCpfAccelTotal||/Channel/GenericCoupling/aaCpfAccelTotal||$AA_CPFACCT||1||1||NO_UNIT||650000||double||22||0||0||0||4866
36||C||CP||aaCpfActive||/Channel/GenericCoupling/aaCpfActive||$AA_CPFACT||1||1||NO_UNIT||650000||uint_16||9||0||0||0||4853
37||C||CP||aaCpfCmdPosTotal||/Channel/GenericCoupling/aaCpfCmdPosTotal||$AA_CPFCMDPT||1||1||NO_UNIT||650000||double||11||0||0||0||4855
38||C||CP||aaCpfCmdVelTotal||/Channel/GenericCoupling/aaCpfCmdVelTotal||$AA_CPFCMDVT||1||1||NO_UNIT||650000||double||12||0||0||0||4856
39||C||CP||aaCpfModeOff||/Channel/GenericCoupling/aaCpfModeOff||$AA_CPFMOF||1||1||NO_UNIT||650000||string||8||0||0||0||4852
40||C||CP||aaCpfModeOn||/Channel/GenericCoupling/aaCpfModeOn||$AA_CPFMON||1||1||NO_UNIT||650000||string||25||0||0||0||4869
41||C||CP||aaCpfMSOn||/Channel/GenericCoupling/aaCpfMSOn||$AA_CPFMSON||1||1||NO_UNIT||650000||string||26||0||0||0||4870
42||C||CP||aaCpfReqVelocity||/Channel/GenericCoupling/aaCpfReqVelocity||$AA_CPFREQV||1||1||NO_UNIT||650000||double||13||0||0||0||4857
43||C||CP||aaCpfRS||/Channel/GenericCoupling/aaCpfRS||$AA_CPFRS||1||1||NO_UNIT||650000||string||10||0||0||0||4854
44||C||CP||aaCplAccel||/Channel/GenericCoupling/aaCplAccel||$AA_CPLACC||1||1||NO_UNIT||650000||double||23||0||0||0||4867
45||C||CP||aaCplCmdPos||/Channel/GenericCoupling/aaCplCmdPos||$AA_CPLCMDP||1||1||NO_UNIT||650000||double||19||0||0||0||4863
46||C||CP||aaCplCmdVel||/Channel/GenericCoupling/aaCplCmdVel||$AA_CPLCMDV||1||1||NO_UNIT||650000||double||20||0||0||0||4864
47||C||CP||aaCplCTabId||/Channel/GenericCoupling/aaCplCTabId||$AA_CPLCTID||1||1||NO_UNIT||650000||uint_16||16||0||0||0||4860
48||C||CP||aaCplDenominator||/Channel/GenericCoupling/aaCplDenominator||$AA_CPLDEN||1||1||NO_UNIT||650000||double||18||0||0||0||4862
49||C||CP||aaCplInScale||/Channel/GenericCoupling/aaCplInScale||$AA_CPLINSC||1||1||NO_UNIT||710000||double||32||0||0||0||4876
50||C||CP||aaCplInTrans||/Channel/GenericCoupling/aaCplInTrans||$AA_CPLINTR||1||1||NO_UNIT||710000||double||31||0||0||0||4875
51||C||CP||aaCplNumerator||/Channel/GenericCoupling/aaCplNumerator||$AA_CPLNUM||1||1||NO_UNIT||650000||double||17||0||0||0||4861
52||C||CP||aaCplOutScale||/Channel/GenericCoupling/aaCplOutScale||$AA_CPLOUTSC||1||1||NO_UNIT||710000||double||34||0||0||0||4878
53||C||CP||aaCplOutTrans||/Channel/GenericCoupling/aaCplOutTrans||$AA_CPLOUTTR||1||1||NO_UNIT||710000||double||33||0||0||0||4877
54||C||CP||aaCplRS||/Channel/GenericCoupling/aaCplRS||$AA_CPLRS||1||1||NO_UNIT||650000||string||21||0||0||0||4865
55||C||CP||aaCplSetVal||/Channel/GenericCoupling/aaCplSetVal||$AA_CPLSETVAL||1||1||NO_UNIT||650000||string||24||0||0||0||4868
56||C||CP||aaCplState||/Channel/GenericCoupling/aaCplState||$AA_CPLSTATE||1||1||NO_UNIT||650000||string||15||0||0||0||4859
57||C||CP||aaCplType||/Channel/GenericCoupling/aaCplType||$AA_CPLTYPE||1||1||NO_UNIT||650000||uint_16||14||0||0||0||4858
58||C||CP||aaCpMAlarm||/Channel/GenericCoupling/aaCpMAlarm||$AA_CPMALARM||1||1||NO_UNIT||870000||uint_16||42||0||0||0||5462
59||C||CP||aaCpMReset||/Channel/GenericCoupling/aaCpMReset||$AA_CPMRESET||1||1||NO_UNIT||650000||string||27||0||0||0||4871
60||C||CP||aaCpMStart||/Channel/GenericCoupling/aaCpMStart||$AA_CPMSTART||1||1||NO_UNIT||650000||string||28||0||0||0||4872
61||C||CP||aaCpMStartPrt||/Channel/GenericCoupling/aaCpMStartPrt||$AA_CPMSTARTPRT||1||1||NO_UNIT||650000||string||29||0||0||0||4873
62||C||CP||aaCpMVdi||/Channel/GenericCoupling/aaCpMVdi||$AA_CPMVDI||1||1||NO_UNIT||740000||uint_16||39||0||0||0||5106
63||C||CP||aaCpNumActFa||/Channel/GenericCoupling/aaCpNumActFa||$AA_CPNACTFA||1||1||NO_UNIT||650000||uint_16||5||0||0||0||4888
64||C||CP||aaCpNumActLa||/Channel/GenericCoupling/aaCpNumActLa||$AA_CPNACTLA||1||1||NO_UNIT||650000||uint_16||3||0||0||0||4848
65||C||CP||aaCpNumDefLa||/Channel/GenericCoupling/aaCpNumDefLa||$AA_CPNDEFLA||1||1||NO_UNIT||650000||uint_16||1||0||0||0||4846
66||C||CP||aaCpSetType||/Channel/GenericCoupling/aaCpSetType||$AA_CPSETTYPE||1||1||NO_UNIT||650000||string||30||0||0||0||4874
67||C||CP||aaCpSynCoPos||/Channel/GenericCoupling/aaCpSynCoPos||$AA_CPSYNCOP||1||1||NO_UNIT||710000||double||35||0||0||0||4879
68||C||CP||aaCpSynCoPos2||/Channel/GenericCoupling/aaCpSynCoPos2||$AA_CPSYNCOP2||1||1||NO_UNIT||860000||double||40||0||0||0||5423
69||C||CP||aaCpSynCoVel||/Channel/GenericCoupling/aaCpSynCoVel||$AA_CPSYNCOV||1||1||NO_UNIT||710000||double||37||0||0||0||4881
70||C||CP||aaCpSynFiPos||/Channel/GenericCoupling/aaCpSynFiPos||$AA_CPSYNFIP||1||1||NO_UNIT||710000||double||36||0||0||0||4880
71||C||CP||aaCpSynFiPos2||/Channel/GenericCoupling/aaCpSynFiPos2||$AA_CPSYNFIP2||1||1||NO_UNIT||860000||double||41||0||0||0||5424
72||C||CP||aaCpSynFiVel||/Channel/GenericCoupling/aaCpSynFiVel||$AA_CPSYNFIV||1||1||NO_UNIT||710000||double||38||0||0||0||4882
73||C||DIAGN||acIpoBuf||/Channel/ChannelDiagnose/acIpoBuf||$AC_IPO_BUF||0||0||NO_UNIT||540000||uint_16||11||0||0||0||3740
74||C||DIAGN||actCycleTimeBrut||/Channel/ChannelDiagnose/actCycleTimeBrut|| ||0||0||UNIT_611D_TIME3||70000||double||4||0||0||0||644
75||C||DIAGN||actCycleTimeNet||/Channel/ChannelDiagnose/actCycleTimeNet|| ||0||0||UNIT_611D_TIME3||70000||double||1||0||0||0||641
76||C||DIAGN||aveCycleTimeNet||/Channel/ChannelDiagnose/aveCycleTimeNet|| ||0||0||UNIT_611D_TIME3||830100||double||16||0||0||0||5419
77||C||DIAGN||cuttingTime||/Channel/ChannelDiagnose/cuttingTime||$AC_CUTTING_TIME||0||0||UNIT_TIME||190000||double||10||0||0||0||3008
78||C||DIAGN||cycleTime||/Channel/ChannelDiagnose/cycleTime||$AC_CYCLE_TIME||0||0||UNIT_TIME||190000||double||9||0||0||0||3007
79||C||DIAGN||ipoBufLevel||/Channel/ChannelDiagnose/ipoBufLevel|| ||0||0||UNIT_PERCENT||70000||uint_16||7||0||0||0||647
80||C||DIAGN||maxCycleTimeBrut||/Channel/ChannelDiagnose/maxCycleTimeBrut|| ||0||0||UNIT_611D_TIME3||70000||double||6||0||0||0||646
81||C||DIAGN||maxCycleTimeBrutPo||/Channel/ChannelDiagnose/maxCycleTimeBrutPo|| ||0||0||UNIT_611D_TIME3||740000||double||15||0||0||0||5107
82||C||DIAGN||maxCycleTimeNet||/Channel/ChannelDiagnose/maxCycleTimeNet|| ||0||0||UNIT_611D_TIME3||70000||double||3||0||0||0||643
83||C||DIAGN||maxCycleTimeNetPo||/Channel/ChannelDiagnose/maxCycleTimeNetPo|| ||0||0||UNIT_611D_TIME3||740000||double||13||0||0||0||5108
84||C||DIAGN||minCycleTimeBrut||/Channel/ChannelDiagnose/minCycleTimeBrut|| ||0||0||UNIT_611D_TIME3||70000||double||5||0||0||0||645
85||C||DIAGN||minCycleTimeBrutPo||/Channel/ChannelDiagnose/minCycleTimeBrutPo|| ||0||0||UNIT_611D_TIME3||740000||double||14||0||0||0||5109
86||C||DIAGN||minCycleTimeNet||/Channel/ChannelDiagnose/minCycleTimeNet|| ||0||0||UNIT_611D_TIME3||70000||double||2||0||0||0||642
87||C||DIAGN||minCycleTimeNetPo||/Channel/ChannelDiagnose/minCycleTimeNetPo|| ||0||0||UNIT_611D_TIME3||740000||double||12||0||0||0||5110
88||C||DIAGN||operatingTime||/Channel/ChannelDiagnose/operatingTime||$AC_OPERATING_TIME||0||0||UNIT_TIME||190000||double||8||0||0||0||3006
89||C||DIAGN||sumCycleTimeNet||/Channel/ChannelDiagnose/sumCycleTimeNet|| ||0||0||UNIT_611D_TIME3||830100||double||17||0||0||0||5420
90||C||DIAGN||taskAvailable||/Channel/ChannelDiagnose/taskAvailable|| ||0||0||NO_UNIT||123000||uint_16||19||0||0||0||5964
91||C||DIAGN||taskName||/Channel/ChannelDiagnose/taskName|| ||0||0||NO_UNIT||123000||string||18||0||0||0||5965
92||C||ETP||asciiMode||/Channel/ProtocolEvent/asciiMode|| ||0||0||NO_UNIT||70000||uint_16||7||0||0||0||2422
93||C||ETP||countActivated||/Channel/ProtocolEvent/countActivated|| ||0||0||NO_UNIT||220000||uint_16||13||0||0||0||2956
94||C||ETP||countActivatedL||/Channel/ProtocolEvent/countActivatedL|| ||0||0||NO_UNIT||550000||integer||20||0||0||0||4028
95||C||ETP||dataListIndex||/Channel/ProtocolEvent/dataListIndex|| ||0||0||NO_UNIT||70000||uint_16||6||0||0||0||616
96||C||ETP||dataProtok||/Channel/ProtocolEvent/dataProtok|| ||0||0||NO_UNIT||220000||integer||15||0||0||0||2958
97||C||ETP||dataUploaded||/Channel/ProtocolEvent/dataUploaded|| ||0||0||NO_UNIT||220000||integer||14||0||0||0||2957
98||C||ETP||eventActive||/Channel/ProtocolEvent/eventActive|| ||0||0||NO_UNIT||70000||uint_16||1||0||0||0||611
99||C||ETP||eventActiveStatus||/Channel/ProtocolEvent/eventActiveStatus|| ||0||0||NO_UNIT||70000||uint_16||12||0||0||0||622
100||C||ETP||headerType||/Channel/ProtocolEvent/headerType|| ||0||0||NO_UNIT||550000||uint_16||21||0||0||0||4029
101||C||ETP||maxElementsFastFifoUsed||/Channel/ProtocolEvent/maxElementsFastFifoUsed|| ||0||0||NO_UNIT||70000||uint_16||10||0||0||0||620
102||C||ETP||maxFileLength||/Channel/ProtocolEvent/maxFileLength|| ||0||0||NO_UNIT||70000||uint_16||5||0||0||0||615
103||C||ETP||maxGrossFileLengthUsed||/Channel/ProtocolEvent/maxGrossFileLengthUsed|| ||0||0||NO_UNIT||70000||uint_16||8||0||0||0||618
104||C||ETP||maxNetFileLengthTooSmall||/Channel/ProtocolEvent/maxNetFileLengthTooSmall|| ||0||0||NO_UNIT||70000||uint_16||9||0||0||0||619
105||C||ETP||numElementsFastFifoTooSmall||/Channel/ProtocolEvent/numElementsFastFifoTooSmall|| ||0||0||NO_UNIT||70000||uint_16||11||0||0||0||621
106||C||ETP||protocolFilename||/Channel/ProtocolEvent/protocolFilename|| ||0||0||NO_UNIT||70000||string||4||0||0||0||614
107||C||ETP||resultPar1||/Channel/ProtocolEvent/resultPar1|| ||0||0||NO_UNIT||510300||uint_16||18||0||0||0||3722
108||C||ETP||skip||/Channel/ProtocolEvent/skip|| ||0||0||NO_UNIT||70000||uint_16||3||0||0||0||613
109||C||ETP||startTriggerLock||/Channel/ProtocolEvent/startTriggerLock|| ||0||0||NO_UNIT||510200||uint_16||16||0||0||0||3143
110||C||ETP||stopTriggerLock||/Channel/ProtocolEvent/stopTriggerLock|| ||0||0||NO_UNIT||510000||uint_16||17||0||0||0||3144
111||C||ETP||suppressProtLock||/Channel/ProtocolEvent/suppressProtLock|| ||0||0||NO_UNIT||510400||uint_16||19||0||0||0||3775
112||C||ETP||timePeriod||/Channel/ProtocolEvent/timePeriod|| ||0||0||UNIT_611D_TIME3||70000||uint_16||2||0||0||0||612
113||C||FA||linShift||/Channel/ActualFrame/linShift|| ||0||0||UNIT_POSN_LIN||0||double||1||0||0||0||175
114||C||FA||linShiftFine||/Channel/ActualFrame/linShiftFine|| ||0||0||UNIT_POSN_LIN||110000||double||6||0||0||0||2254
115||C||FA||mirrorImgActive||/Channel/ActualFrame/mirrorImgActive|| ||0||0||NO_UNIT||0||uint_16||4||0||0||0||309
116||C||FA||rotation||/Channel/ActualFrame/rotation|| ||0||0||UNIT_ANGLE||0||double||2||0||0||0||399
117||C||FA||rotationCoordinate||/Channel/ActualFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||780600||double||7||0||0||0||5425
118||C||FA||scaleFact||/Channel/ActualFrame/scaleFact|| ||0||0||NO_UNIT||0||double||3||0||0||0||403
119||C||FB||linShift||/Channel/BaseFrame/linShift||$P_CHBFR||0||0||UNIT_POSN_LIN||0||double||1||0||0||0||2256
120||C||FB||linShiftFine||/Channel/BaseFrame/linShiftFine||$P_CHBFR||0||0||UNIT_POSN_LIN||110000||double||6||0||0||0||2058
121||C||FB||mirrorImgActive||/Channel/BaseFrame/mirrorImgActive||$P_CHBFR||0||0||NO_UNIT||0||uint_16||4||0||0||0||2257
122||C||FB||rotation||/Channel/BaseFrame/rotation||$P_CHBFR||0||0||UNIT_ANGLE||0||double||2||0||0||0||2258
123||C||FB||rotationCoordinate||/Channel/BaseFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||780600||double||7||0||0||0||5426
124||C||FB||scaleFact||/Channel/BaseFrame/scaleFact||$P_CHBFR||0||0||NO_UNIT||0||double||3||0||0||0||2259
125||C||FE||linShift||/Channel/ExternFrame/linShift||$AA_ETRANS||1||1||UNIT_POSN_LIN||0||double||1||0||0||0||511
126||C||FE||linShiftFine||/Channel/ExternFrame/linShiftFine|| ||0||0||UNIT_POSN_LIN||110000||double||6||0||0||0||5096
127||C||FE||mirrorImgActive||/Channel/ExternFrame/mirrorImgActive|| ||0||0||NO_UNIT||0||uint_16||4||0||0||0||5093
128||C||FE||rotation||/Channel/ExternFrame/rotation|| ||0||0||UNIT_ANGLE||0||double||2||0||0||0||5094
129||C||FE||rotationCoordinate||/Channel/ExternFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||780600||double||7||0||0||0||5427
130||C||FE||scaleFact||/Channel/ExternFrame/scaleFact|| ||0||0||NO_UNIT||0||double||3||0||0||0||5095
131||C||FG||linShift||/Channel/GrindingFrame/linShift||$P_GFR||0||0||UNIT_POSN_LIN||990000||double||1||0||0||0||5786
132||C||FG||linShiftFine||/Channel/GrindingFrame/linShiftFine||$P_GFR||0||0||UNIT_POSN_LIN||990000||double||6||0||0||0||5787
133||C||FG||mirrorImgActive||/Channel/GrindingFrame/mirrorImgActive||$P_GFR||0||0||NO_UNIT||990000||uint_16||4||0||0||0||5788
134||C||FG||rotation||/Channel/GrindingFrame/rotation||$P_GFR||0||0||UNIT_ANGLE||990000||double||2||0||0||0||5789
135||C||FG||rotationCoordinate||/Channel/GrindingFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||990000||double||7||0||0||0||5790
136||C||FG||scaleFact||/Channel/GrindingFrame/scaleFact||$P_GFR||0||0||NO_UNIT||990000||double||3||0||0||0||5791
137||C||FS||linShift||/Channel/SystemFrame/linShift||$P_SETFR||0||0||UNIT_POSN_LIN||410000||double||1||0||0||0||2799
138||C||FS||linShiftFine||/Channel/SystemFrame/linShiftFine||$P_SETFR||0||0||UNIT_POSN_LIN||410000||double||6||0||0||0||2804
139||C||FS||mirrorImgActive||/Channel/SystemFrame/mirrorImgActive||$P_SETFR||0||0||NO_UNIT||410000||uint_16||4||0||0||0||2802
140||C||FS||rotation||/Channel/SystemFrame/rotation||$P_SETFR||0||0||UNIT_ANGLE||410000||double||2||0||0||0||2800
141||C||FS||rotationCoordinate||/Channel/SystemFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||780600||double||7||0||0||0||5428
142||C||FS||scaleFact||/Channel/SystemFrame/scaleFact||$P_SETFR||0||0||NO_UNIT||410000||double||3||0||0||0||2801
143||C||FU||linShift||/Channel/UserFrame/linShift||$P_UIFR||0||0||UNIT_POSN_LIN||0||double||1||0||0||0||174
144||C||FU||linShiftFine||/Channel/UserFrame/linShiftFine||$P_UIFR||0||0||UNIT_POSN_LIN||110000||double||6||0||0||0||2057
145||C||FU||mirrorImgActive||/Channel/UserFrame/mirrorImgActive||$P_UIFR||0||0||NO_UNIT||0||uint_16||4||0||0||0||308
146||C||FU||rotation||/Channel/UserFrame/rotation||$P_UIFR||0||0||UNIT_ANGLE||0||double||2||0||0||0||398
147||C||FU||rotationCoordinate||/Channel/UserFrame/rotationCoordinate|| ||0||0||UNIT_ANGLE||780600||double||7||0||0||0||5429
148||C||FU||scaleFact||/Channel/UserFrame/scaleFact||$P_UIFR||0||0||NO_UNIT||0||double||3||0||0||0||402
149||C||M||AXCONF_CHANAX_NAME_TAB||/Channel/Drive/AXCONF_CHANAX_NAME_TAB||$MC_AXCONF_CHANAX_NAME_TAB||0||0||NO_UNIT||0||string||20080||0||0||0||1326
150||C||PA||acCollPos||/Channel/ProtectedArea/acCollPos|| ||0||0||UNIT_POSN_LIN||870000||double||1001||0||0||0||5463
151||C||PA||collisionAlarm||/Channel/ProtectedArea/collisionAlarm||$ON_COLLISION_MASK||0||0||NO_UNIT||690000||uint_16||1000||0||0||0||5076
152||C||PA||declarProtObject||/Channel/ProtectedArea/declarProtObject|| ||0||0||NO_UNIT||690000||uint_16||1002||0||0||0||5077
153||C||PA||declarProtObjectReal||/Channel/ProtectedArea/declarProtObjectReal|| ||0||0||NO_UNIT||690000||double||1004||0||0||0||5079
154||C||PA||declarProtObjectString||/Channel/ProtectedArea/declarProtObjectString|| ||0||0||NO_UNIT||690000||string||1003||0||0||0||5078
155||C||PA||fixtureStatus||/Channel/ProtectedArea/fixtureStatus|| ||0||0||NO_UNIT||810000||int_16||1011||0||0||0||5352
156||C||PA||MDD_PA_CENT_ABS_0||/Channel/ProtectedArea/MDD_PA_CENT_ABS_0||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||49||0||0||0||233
157||C||PA||MDD_PA_CENT_ABS_1||/Channel/ProtectedArea/MDD_PA_CENT_ABS_1||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||50||0||0||0||234
158||C||PA||MDD_PA_CENT_ABS_2||/Channel/ProtectedArea/MDD_PA_CENT_ABS_2||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||51||0||0||0||235
159||C||PA||MDD_PA_CENT_ABS_3||/Channel/ProtectedArea/MDD_PA_CENT_ABS_3||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||52||0||0||0||236
160||C||PA||MDD_PA_CENT_ABS_4||/Channel/ProtectedArea/MDD_PA_CENT_ABS_4||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||53||0||0||0||237
161||C||PA||MDD_PA_CENT_ABS_5||/Channel/ProtectedArea/MDD_PA_CENT_ABS_5||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||54||0||0||0||238
162||C||PA||MDD_PA_CENT_ABS_6||/Channel/ProtectedArea/MDD_PA_CENT_ABS_6||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||55||0||0||0||239
163||C||PA||MDD_PA_CENT_ABS_7||/Channel/ProtectedArea/MDD_PA_CENT_ABS_7||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||56||0||0||0||240
164||C||PA||MDD_PA_CENT_ABS_8||/Channel/ProtectedArea/MDD_PA_CENT_ABS_8||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||57||0||0||0||241
165||C||PA||MDD_PA_CENT_ABS_9||/Channel/ProtectedArea/MDD_PA_CENT_ABS_9||$SC_PA_CENT_ABS||0||0||UNIT_POSN_LIN||36||double||58||0||0||0||242
166||C||PA||MDD_PA_CENT_ORD_0||/Channel/ProtectedArea/MDD_PA_CENT_ORD_0||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||39||0||0||0||243
167||C||PA||MDD_PA_CENT_ORD_1||/Channel/ProtectedArea/MDD_PA_CENT_ORD_1||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||40||0||0||0||244
168||C||PA||MDD_PA_CENT_ORD_2||/Channel/ProtectedArea/MDD_PA_CENT_ORD_2||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||41||0||0||0||245
169||C||PA||MDD_PA_CENT_ORD_3||/Channel/ProtectedArea/MDD_PA_CENT_ORD_3||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||42||0||0||0||246
170||C||PA||MDD_PA_CENT_ORD_4||/Channel/ProtectedArea/MDD_PA_CENT_ORD_4||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||43||0||0||0||247
171||C||PA||MDD_PA_CENT_ORD_5||/Channel/ProtectedArea/MDD_PA_CENT_ORD_5||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||44||0||0||0||248
172||C||PA||MDD_PA_CENT_ORD_6||/Channel/ProtectedArea/MDD_PA_CENT_ORD_6||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||45||0||0||0||249
173||C||PA||MDD_PA_CENT_ORD_7||/Channel/ProtectedArea/MDD_PA_CENT_ORD_7||$SC_PA_CENT_ORD||0||0||UNIT_POSN_LIN||36||double||46||0||0||0||250
