VariableID||Description
219||Cambio elettronico, numero asse dell'asse master
220||Cambio elettronico, denomin.fattore di accoppiam.
221||Cambio elettronico, numeratore fattore di accopp.
222||Cambio elettronico, numero di assi master
223||Cambio elettronico, posiz.di sincron.asse master
224||Cambio elettronico, posiz.di sincron.asse slave
225||Cambio elettronico, tipo di accoppiamento
226||Fattore attivo per il percorso dell'asse rotante
227||Influenza di un asse sulla velocità vettoriale
228||Correzione dello strappo assiale (JERKLIM)
229||Correzione strappo assiale elaborazione principale
230||Salvataggio del punto di misura assiale 1
231||Salvataggio del punto di misura assiale 2
232||Salvataggio del punto di misura assiale 3
233||Salvataggio del punto di misura assiale 4
234||1º punto di misura
235||2º punto di misura
236||3º punto di misura
237||4º punto di misura
238||Angolo di riferimento di misura
239||Posizione di riferimento di misura
240||Salvataggio del valore di riferimento assiale
241||Differenza di sincronismo lato valore di riferim.
242||Stato differ.sincronismo lato valore di riferim.
243||Correzione della velocità assiale (VELOLIM)
244||Correzione velocità assiale in elaboraz.principale
245||toller.attuale angolo finale per interpolaz. poli
246||Assegnaz.componenti di lunghezza per l'UT attivo
247||Assegnaz.compon.lunghezza per l'UT attivo (SSL)
248||Stato allarme ESR
249||Causa di attivazione di un ASUP
250||Stato container assi
251||Override del controllo anticollisione esterno
252||Angolo del cono
253||Tolleranza del profilo attiva
254||Valore di tolleranza del profilo G00 attivo
255||Perc.residuo memorizz.nel sistema di coordin.pezzo
256||Dist.da inizio blocco nel sistema di coordin.base
257||Dist.da inizio blocco nel sistema di coordin.pezzo
258||Dist.da fine blocco nel sistema di coordinate base
259||Dist.da fine blocco nel sistema di coordin.pezzo
260||Esecuzione di ESR
261||Coefficiente a0 n-polinomio per azione sincrona
262||Coefficiente a1 n-polinomio per azione sincrona
263||Coefficiente a2 n-polinomio per azione sincrona
264||Coefficiente a3 n-polinomio per azione sincrona
265||Val. limite infer. n.polinomio per azione sincrona
266||Val. limite super. n-polinomio per azione sincrona
267||Max. velocità di rapido nel blocco
268||Chiave degli assi della velocità vettoriale
269||Avanzamento al dente, valore di riferimento
270||Lettura ingresso di rettifica (PLC->NCK)
271||Attivazione ingresso di rettifica
272||L'ingresso di rettifica è attivo?
273||Lettura ingresso di rettifica (PLC->NCK)
274||Lettura ingresso di rettifica (NCK->PLC)
275||Stato di identificazione delle funzioni attive
276||Indica se canale attuale è un canale di handling
277||Posizione attuale della macchina
278||Posizione attuale degli assi canale
279||È stato selezionato JOG in cerchi
280||Sistema di coordinate per movimento in manuale
281||Informazioni sullo svincolo rapido
282||Tastatore di misura commutato
283||Impostazione del piano
284||Maschera del frame di base del canale
285||Maschera a bit del frame di sistema
286||Angolo di taglio a spigolo
287||Angolo di taglio di riferimento
288||Diametro
289||Direzione di accostamento
290||Numero tagliente
291||Traslazione fine
292||Selezione del frame
293||Dati per la misura
294||Salvataggio del punto di misura
295||Maschera del frame di base globale
296||Comportamento trasformazione interfaccia di misura
297||Sistema di coordinate del 1º punto di misura
298||Sistema di coordinate del 2º punto di misura
299||Sistema di coordinate del 3º punto di misura
300||Sistema di coordinate del 4º punto di misura
301||Frame programmabile
302||Risultato di misura
303||Unità di misura
304||Semaforo per misura del pezzo
305||Sistema di coordinate del punto di riferimento
306||N. di utensile
307||Lunghezza utensile
308||Impostazione utensile
309||Tipo di misura
310||Frame del mantenimento dati impostabile
311||Bit di validità
312||Angolo di posizione del pezzo
313||Angolo di riferimento della posizione del pezzo
314||valore reale sorvegl.UT risp. valore di riferim.
315||Numero del mandrino master
316||Numero del portautensile master attuale
317||Assegnaz. componenti lungh.UT per UT di fresatura
318||Assegn.componenti lungh.per UT di fresatura (SSL)
319||Tolleranza di orientamento attiva
320||Valore di tolleranza G00 attivo dell'orientamento
321||Override vettoriale per azioni sincrone
322||Accelerazione vettoriale per eventi in tempo reale
323||Strappo per eventi in tempo reale
324||Parametro vettoriale normalizzato
325||Override PLC per azioni sincrone
326||Percorso vettoriale dall'inizio del blocco nel SCB
327||Percorso vettoriale dalla fine del blocco nel SCB
328||Tempo di esecuzione attuale della preelaborazione
329||Tempo di esecuz.lordo attuale della preelaboraz.
330||Tempo di esecuzione max. della preelaborazione
331||Tempo di esecuzione lordo max. della preelaboraz.
332||Tempo di esecuzione min. della preelaborazione
333||Tempo di esecuzione lordo min. della preelaboraz.
334||Stato programma secondo $AC_PROG
335||Tempo di esecuzione programma - tempo morto
336||Tempo di esecuzione del blocco
337||Tempo di esecuzione programma - tempo principale
338||Il movimento PTP cartesiano è supportato
339||Elementi Safety di sincronizzazione liberi
340||Modalità di simulazione
341||Tempo di elaborazione blocco in secondi
342||Intervallo temporale in simulazione
343||Stato del canale secondo $AC_STAT
344||Fattore di tolleranza G00 attivo
345||Memoria libera per azioni sincrone
346||Stato di un'azione sincrona
347||Tempo di esecuzione attuale per azioni sincrone
348||Tempo di esecuzione medio per azioni sincrone
349||Tempo di esecuzione max. per azioni sincrone
350||Angolo tangente nel punto finale del blocco
351||Portautensile attivo
352||Variabile trigger ACKnowledgeTrigger
353||Variabile trigger: CoMmadTrigger
354||Posizione di collisione nel SCM
355||Correzione totale attiva
356||Correzione totale attiva per ricerca
357||Numero del tagliente utensile attivo
358||Sostituito da actDNumberFanuc32
359||Numero memoria di correzione Raggio (dialetto ISO)
360||Corrisponde a actDNumber per ricerca con calcolo
361||Numero duplo dell'utensile attivo
362||Avanzamento di interpolazione, valore reale
363||Avanzam.di interpolazione ampliato, valore reale
364||Limitazione dell'avanzamento vettoriale
365||Indice del frame impostato attivo
366||Indice del frame Grinding impostato attivo
367||Sostituito da actHNumberFanuc32
368||Numero memoria di correzione Lunghezza (Fanuc)
369||Passo del filetto programmato
370||Passo del filetto attuale
371||Variazione attuale del passo del filetto
372||Tempo dall'inizio del blocco in secondi
373||Tempo da inizio del blocco in clock dell'interpol.
374||Variabile tempo in secondi
375||Tipol.interpol.attiva con la quale avv.il movim.
376||Tipologia di interpolazione attiva
377||Modalità linguaggio attiva
378||N. attivo del portautensile master 
379||Numero del Multitool con utensile attivo
380||Numero del posto Multitool con utensile attivo
381||Valore di riferimento dell'orientamento utensile
382||Valore di riferimento orientamento incl.sovrappos.
383||Sovrapposizione orientamento utensile (angolo).
384||Orientamento sovrapposto
385||Sovrapposizione dell'orientamento utensile
386||Angolo residuo dell'orientamento utensile
387||Orientamento finale
388||Valore di riferimento della rotazione utensile
389||Valore di riferim.della rotazione con sovrapposiz.
390||Sovrapposizione della rotazione utensile (angolo).
391||Rotazione sovrapposta dell'orientamento
392||Sovrapposizione della rotazione utensile
393||Angolo residuo della rotazione utensile
394||Vettore di rotazione finale del blocco attuale
395||Componente X dell'utensile nel SCP
396||Componente Y dell'utensile nel SCP
397||Componente Z dell'utensile nel SCP
398||Override vettoriale totale per azioni sincrone
399||Limitazione dell'accelerazione vettoriale
400||Numero di pezzi attuale
401||Tempo di esecuzione del programma NC selezionato
402||Numero di codice della trasformazione attiva
403||Trasformazione concatenata attiva
404||Elem. di correz.con indice 0 nella catena pezzi.
405||Elem. di correz.con indice 1 nella catena pezzi.
406||Elem. di correz.con indice 2 nella catena pezzi.
407||Elem. di correz.con indice 3 nella catena pezzi.
408||Elem.di correz.con indice 0 nella catena utensili.
409||Elem.di correz.con indice 1 nella catena utensili.
410||Elem.di correz.con indice 2 nella catena utensili.
411||Elem.di correz.con indice 3 nella catena utensili.
412||Nome di una trasformazione cinematica attiva
413||Direzione di orientam.indice 0 nella catena pezzi.
414||Direzione di orientam.indice 1 nella catena pezzi.
415||Direzione di orientam.indice 2 nella catena pezzi.
416||Direzione di orientam.indice 0 nella catena utens.
417||Direzione di orientam.indice 1 nella catena utens.
418||Direzione di orientam.indice 2 nella catena utens.
419||Posiz.di un asse di orientam.nella catena cinemat.
420||Parametro della trasformazione attuale
421||Numero set di dati attuale della trasformazione
422||Sezione con l'indice 0 nella catena pezzi.
423||Sezione con l'indice 1 nella catena pezzi.
424||Sezione con l'indice 2 nella catena pezzi.
425||Sezione con l'indice 3 nella catena pezzi.
426||Sezione con l'indice 0 nella catena utensili.
427||Sezione con l'indice 1 nella catena utensili.
428||Sezione con l'indice 2 nella catena utensili.
429||Sezione con l'indice 3 nella catena utensili.
430||Numero di utensile attivo
431||UT attivo per numero D piatto fino a max. 8 cifre
432||Corrisponde a actTNumber per ricerca con calcolo
433||Quota di base o dell'adattatore dell'UT attivo
434||Dati correzione UT attiva prima della ricerca
435||Correzione di messa a punto dell'utensile attivo
436||Componente geometrica dell'utensile attivo
437||Componente di usura dell'utensile attivo
438||Identificatore dell'utensile attivo
439||Lunghezza utensile attiva 1
440||Lunghezza utensile attiva 2
441||Lunghezza utensile attiva 3
442||Assegn.compon.lungh.UT per utensili di tornitura
443||Assegnaz.compon.di lungh.per UT di tornitura (SSL)
444||Raggio utensile attivo
445||Correzione cumulativa dell'utensile attivo
446||Quota del portautensile nella lunghezza UT
447||Lunghezza totale dell'utensile attivo
448||Trasformazione attiva
449||Sistema di coordinate per limitaz. campo di lavoro
450||Limitaz.campo lavoro spec.sist.di coord., negativa
451||Limitaz.campo lavoro spec.sist.di coord., positiva
452||Lim.campo di lavoro spec.sist.coord.dir.neg.valida
453||Lim.campo di lavoro spec.sist.coord.dir.pos.valida
454||Gruppo campo di lavoro attivo nell'IPO
455||Velocità vettoriale nel sistema di coordinate base
456||Velocità vettoriale nel SCB
457||Velocità vettoriale nel SCP (SYNACT)
458||Velocità vettoriale nel sistema di coordin.pezzo
459||Correz.avanzam.vettor.additiva per azioni sincrone
460||Stato della funzione AFIS
461||Funzione G attiva in azione sincrona 
462||Velocità di trasmissione del link
463||Tutti gli assi sono referenziati
464||Gli assi sono in arresto preciso
465||Fattore per la sorveglianza della vita utensile
466||Conferma di una variabile contatore
467||Comando di una variabile contatore
468||Distanza del posto Multitool dell'UT sostituito
469||Numero di comando
470||Numero del posto sorgente del nuovo utensile
471||Numero del posto sorgente del vecchio utensile
472||Numero di posto del nuovo UT
473||Numero di posto di destinazione del nuovo utensile
474||Numero di posto di destinazione del vecchio UT
475||Magazzino sorgente del nuovo utensile
476||Magazzino sorgente del vecchio utensile
477||Magazzino del nuovo UT 
478||Numero di magazzino di destinazione del nuovo UT
479||Magazzino di destinazione del vecchio utensile
480||Numero del posto Multitool dell'utensile
481||Numero del Multitool dell'utensile
482||Numero dei posti definiti nel Multitool
483||Stato del comando
484||Numero di portautensile
485||Numero T
486||Tipo di codifica della distanza del Multitool
487||Frame base attivi specifici del canale
488||Informazioni del blocco attivo nell'interpolatore
489||Tipo di blocco attivo nell'interpolatore
490||Informazioni sul tipo di blocco
491||Allarme NCK presente
492||Visualizzazione assi presenti.
493||Contatore per variazione configurazione dell'asse
494||Stato del blocco Start specifico del canale
495||Stato del canale (1=attivo)
496||Segnale dal PLC al ciclo
497||Tempo di sosta programmato
498||Avanzam. di interpolazione, valore di riferimento
499||Avanzamento di interpolazione durante la ricerca
500||Parametro della trasformazione programmata
501||N.set dati trasformaz.programm.in ricerca blocco
502||Trasformazione programmata in ricerca blocco
503||È stato rilevato un blocco errato
504||Segnale dal ciclo al PLC
505||Servizio variabili ciclico limitato
506||Stop nel settore di programma attuale ritardato
507||Stato di errore del PI _N_DELOBJ
508||Direzione movimento
509||Lungh. percorso per evento di protocollo DRAW_POS
510||Interv.di tempo per evento di protocollo DRAW_POS
511||Attivazione dell'override del rapido aggiuntivo
512||Elaborazione dall'esterno attiva
513||Avanzamento di interpolazione, override
514||Avanzamento di interpolazione, unità
515||Avanzam.di interpolazione, unità (ricerca blocco)
516||Ricerca blocco attiva
517||G00: muov.assi di interpol.come assi di posizion.
518||To be defined
519||Parametri BOOL del generatore di asportazione
520||Parametri CHAR del generatore di asportazione
521||Parametri INT del generatore di asportazione
522||Parametri DOUBLE del generatore di asportazione
523||Parametri CHAR16 del generatore di asportazione
524||Parametri CHAR160 del generatore di asportazione
525||Parametri CHAR32 del generatore di asportazione
526||Dimensione array parametri generatore asportazione
527||Numero correzione utensile attiva in modalità ISO
528||Contatore che indica che è dispon.un nuovo LUD-ACC
529||Funzione macchina canale attiva
530||Array di stato per il flag WAIT
531||Indice della stringa trovata
532||Contatore per fine programma
533||Contatore per pulsante di Reset
534||Contatore per pulsante NC-Start
535||Contatore per segnale NC-Start
536||Lungh.percorso per evento protocollo NEW_MOT_SEQ
537||Numero di portautensili nel TOA del canale
538||Protocollo: tipi di eventi standard
539||Protocollo: tipi di eventi OEM
540||Tempo di esecuzione netto dell'ultimo programma NC
541||Contatore di modifiche di oldProgNetTime
542||Correzione acceleraz.assiale nella preelaborazione
543||Correzione strappo assiale nella preelaborazione
544||Correzione velocità assiale nella preelaborazione
545||Un offset asse del Toolcarrier attivo
546||Un vettore asse del Toolcarrier attivo
547||Un vettore offset del Toolcarrier attivo
548||Nr. trasformazione
549||Indice asse di orientam. nella catena cinematica.
550||Indice asse canale asse di orientamento (esterno).
551||Indice asse canale asse di orientamento (interno).
552||Inversione senso di rotazione mandrino utensile
553||Invers.senso di rotazione mandrino UT (ric.blocco)
554||Ultimo valore CUTMOD programmato
555||Ultimo valore CUTMODK programmato
556||CUTMODK attivo
557||CUTMODK attivo (ricerca blocco)
558||Ultimo valore CUTMODK programmato (ricerca blocco)
559||Ultimo valore CUTMOD programmato (ricerca blocco)
560||Criterio di cambio blocco cambio elettronico
561||Portautensile master per selezione del tagliente
562||Offset normale
563||Diff.angolare degli assi di orientam. (1º soluz.)
564||Diff.angolare degli assi di orientam. (2º soluz.)
565||Angolo degli assi di orientamento (1ª soluzione)
566||Angolo degli assi di orientamento (2ª soluzione)
567||Stato calcolo angolo per programmaz.orientamento
568||Stato assi di orientam.per programmaz.orientamento
569||Numero duplo dell'utensile programmato
570||Prog-Events attivi
571||Trigger per la misura del tempo
572||Stato del programma
573||Numero dell'utensile programmato
574||UT programmato per numeri D piatti fino a 8 cifre
575||Identificatore dell'utensile programmato
576||Valore programmato dell'istruzione $P_USEKT
577||NCK attende l'abilitazione di un programma NC
578||Contatore di modifiche settore di protezione
579||Attivazione dell'evento nella preelaborazione
580||Protocollo: utente attivo
581||Portautensili orientabile attivo
582||Angolo degli assi per portautensili
583||Differenza angolare tra gli assi del portautensile
584||Numero dei portautensili disponibili
585||Portautensile, numero di soluzioni
586||Stato del portautensile
587||Angolo di rotazione per posizione del tagliente
588||Angolo di rotazione per posizione tagliente SSL
589||Orientamento utensile
590||Rotazione utensile attuale
591||Override del rapido
592||Tempo di sosta residuo
593||Numero di pezzi di riferimento
594||Informazioni di stato su JOG-Retract
595||Sistema di orientamento di riferimento
596||Funzione con ricerca
597||Stato della ricerca blocco
598||Associazione programma NC al canale di interrupt
599||La ricerca blocco è in attesa del canale partner
600||Canale partner NCU, la ricerca blocco è in attesa
601||Tolleranza di simulazione
602||Supporto della simulazione JobShop
603||Inform.blocco per supp.simul.JobShop in ric.blocco
604||Numero di pezzi speciali (definito dall'utente)
605||Identifica i blocchi suddivisi
606||Contat.di avvio con blocco Start specif.per canale
607||Stato del blocco Start globale
608||Contatore per NC-Start rifiutato
609||Sostituito da stopCondNew
610||Contatore di modifiche degli stati di stop
611||Numero dello stato di stop dell'NC
612||Numero degli stati di stop attivi
613||Sostituito da stopCondParNew
614||Parametri dello stato di stop ASCII
615||Parametri dello stato di stop
616||Marcatura temporale BCD per stato di stop
617||Stop esecuzione attivo
618||Contatore di modifiche per stop esecuzione
619||Soppressione delle istruzioni
620||Numero di allarme durante il controllo sintassi
621||Parametro 1 per allarme durante controllo sintassi
622||Parametro 2 per allarme durante controllo sintassi
623||Parametro 3 per allarme durante controllo sintassi
624||Parametro 4 per allarme durante controllo sintassi
625||Riga errata durante il controllo della sintassi
626||Stato della funzione "Controllo sintassi"
627||Passo del filetto attuale
628||Passo del filetto attuale durante la ricerca
629||Unità tempo di sosta
630||Tempo dopo un cambio blocco, in secondi
631||Tempo di un cambio blocco, in clock IPO
632||Offset raggio dello spigolo dell'utensile TOFFCR
633||Offset lunghezza utensile TOFFL
634||Offset lunghezza utensile TOFF nel SCP
635||Offset lunghezza utensile TOFFR
636||Contatore modifiche dei dati utensile/magazzino
637||Contatore di modifiche dei dati utensile
638||Contatore modifiche dati ISO di correz. utensile
639||Contatore di modifiche dei dati magazzino
640||Informazioni sull'orientamento utensile nel SCP
641||Dati attuali del portautensile
642||Numero del mandrino o dell'utensile del D attivo
643||Somma di tutti i pezzi prodotti
644||Trasformazione attiva
645||Traslazione sistema di riferimento
646||Valore di compensazione OA
647||Differenza di sincronismo cambio elettronico
648||Differenza di sincronismo con segno
649||Differenza di sincronismo lato valore reale
650||Stato differenza sincronismo lato valore reale
651||valore reale dell'orientamento utensile
652||Angolo tra orientamento di riferimento e attuale
653||Stato dell'orientamento attuale
654||valore reale della rotazione utensile
655||Angolo tra vett.di rif.e vett.attuale di rotaz.UT
656||Stato del calcolo della rotazione attuale
657||Percorso esterno per il programma selezionato
658||Avanzamento ciclo prova
659||Angolo iniziale per filettatura
660||Valore di riferim.SOI attuale relativo di un asse
661||Percorso residuo assiale memorizzato nel SCP
662||Stato della programmazione diametrale
663||Percorso assiale dall'inizio del blocco nel SCP
664||Percorso assiale per incremento pendolam. nel SCP
665||Percorso assiale dalla fine del blocco nel SCP
666||Percorso dal punto iniziale del movimento nel SCB
667||Percorso dal punto iniziale del movimento nel SCP
668||Valore di riferimento SCB
669||Valore di riferim. attuale di un asse cartesiano
670||Valore di riferim.SCB incl.componenti di sovrapp.
671||Valore di rifer.attuale dopo la 1ª trasformazione
672||Valore di rifer.attuale dopo la 2ª trasformazione
673||Valore di rifer.attuale dopo la 3ª trasformazione
674||Valore di riferim.SCP incl. componenti di sovrapp.
675||Valore di misura nel sistema di coordinate pezzo
676||Accesso a risult. misura evento trigger 1 nel SCP
677||Accesso a risult. misura evento trigger 2 nel SCP
678||Accesso a risult. misura evento trigger 3 nel SCP
679||Accesso a risult. misura evento trigger 4 nel SCP
680||Valore di riferim. SCP attuale relativo di un asse
681||Stato dell'abbinamento G96/G961/G962
682||Valore della sovrapposizione in direzione UT
683||Valore limite raggiunto con $AA_TOFF[ ]
684||Valore di differenza tra HL e VL di $AA_TOFF[ ]
685||Valore totale sovrapposizione in direzione UT
686||Velocità dell'asse nelle coordinate pezzo
687||Punto di ripristino sul profilo per il riaccostam.
688||Percorso residuo in SOI
689||Avanzamento assiale, valore reale
690||$$/C/SEGA/actFeedRate con avanzamento al giro
691||Valore reale nel sistema di coordinate base
692||Inserimento dell'utensile attivo nel sistema base
693||$$actToolBasePosBasic con conversione del diametro
694||$$/C/SGA/actToolBasePos con convers.del diametro
695||Valore di riferimento attuale relativo al SBZ
696||$$actToolBasPosBN con conversione del diametro
697||Valore di riferim.attuale nel sistema di coord.SOI
698||Corrisponde a $$actToolBasPosEN Mode=1
699||Valore reale di posizione riferito al frame WOS
700||Asse attivo
701||$$/C/SEGA/axisFeedRateUnit con avanzamento al giro
702||Unità dell'avanzamento assiale
703||Avanzamento assiale, valore di riferimento
704||$$/C/SEGA/cmdFeedRate con avanzamento al giro
705||Posizione SOI programmata
706||Posizione SOI programmata per la ricerca blocco
707||Posizione come diametro o raggio
708||Identificatore per asse geometrico / ausiliario
709||Valore DRF
