VariableID||Description
340||Cart. PTP travel is supported
341||Status of "Reduced dynamics mode"
342||Simulation mode
343||Block processing time in the simulation
344||Time step in the simulation
345||Channel status according to $AC_STAT
346||Active G00 tolerance factor
347||Free memory for synchronous actions
348||Status of a synchronized action
349||Current runtime for synchronized actions
350||Average runtime for synchronized actions
351||Longest runtime for synchronized actions
352||Tangent angle at the block end point
353||Active tool carrier
354||Trigger variable ACKnowledgeTrigger
355||Trigger variable: CoMmadTrigger
356||Collision position in MCS
357||Active total offset
358||Active total offset for block search
359||Number of active tool edge
360||Replaced by actDNumberFanuc32
361||Offset memory number radius (ISO Dialect))
362||Corresp. to actNumber for block search with calc.
363||Duplo number of active tool
364||Actual value of the interpolation feedrate
365||Interpolation feed extended, actual value
366||Path feedrate limitation
367||Index of the active set frame
368||Index of the actively set grinding frame
369||Replaced by actHNumberFanuc32
370||Offset memory number length (Fanuc)
371||Programmed lead
372||Current lead
373||Current lead change
374||Time from the beginning of the block in seconds
375||Time from begin. of block in interpolation cycles
376||Time variable in seconds
377||Active interpolation mode search run
378||Active interpolation mode
379||Active language mode
380||Active no. of the master tool holder
381||Number of the multitool with active tool
382||Number of the MT place with active tool
383||Setpoint of the tool orientation
384||Setpoint of the orientation with overlays
385||Overlay of the tool orientation (angle).
386||Overlaid orientation
387||Overlay of the tool orientation
388||Remaining tool orientation angle
389||End orientation
390||Setpoint of the tool rotation.
391||Setpoint of rotation with overlays
392||Overlay of the tool rotation (angle).
393||Overlaid rotation of the orientation
394||Overlay of the tool rotation
395||Remaining tool rotation angle
396||End rotation vector of the current block
397||X component of tool in WCS
398||Y component of tool in WCS
399||Z component of tool in WCS
400||Total path override for synchronized actions
401||Path acceleration limitation
402||Actual number of workpieces
403||Runtime of selected NC program
404||Code number of the active transformation
405||Active chained transformation
406||Correction element with index 0 in the part chain.
407||Correction element with index 1 in the part chain.
408||Correction element with index 2 in the part chain.
409||Correction element with index 3 in the part chain.
410||Correction element with index 0 in the tool chain.
411||Correction element with index 1 in the tool chain.
412||Correction element with index 2 in the tool chain.
413||Correction element with index 3 in the tool chain.
414||Name of an active kinematic transformation
415||Orient. axis direction with index 0 in part chain.
416||Orient. axis direction with index 1 in part chain.
417||Orient. axis direction with index 2 in part chain.
418||Orientation direction index 0 in tool chain.
419||Orientation direction index 1 in tool chain.
420||Orientation direction index 2 in tool chain.
421||Position of an orientation axis in the kin. chain.
422||Parameter(s) of the current transformation
423||Number of current transformer data record
424||Section with the index 0 in the part chain.
425||Section with the index 1 in the part chain.
426||Section with the index 2 in the part chain.
427||Section with the index 3 in the part chain.
428||Section with the index 0 in the tool chain.
429||Section with the index 1 in the tool chain.
430||Section with the index 2 in the tool chain.
431||Section with the index 3 in the tool chain.
432||Active tool number
433||No. of active tool for flat D-no. max 8 digits
434||corr. to actTNumber for block search without calc.
435||Adapter or base dimension of the active tool.
436||Active tool offset data before the search
437||Setup offset of the active tool
438||Geometry component of the active tool
439||Wear component of the active tool
440|| Identifier of active tool
441||Active tool length 1
442||Active tool length 2
443||Active tool length 3
444||Assign. tool length components for turning tools
445||Assign. lngth comps f. turning tool (block search)
446||Active tool radius
447||Total offset of the active tool
448||Contribution of tool carrier to the tool length
449||Total length of the active tool
450||Active transformation
451||Coordinate system for working area limitation
452||Coord.-specific working area limitation, negative
453||Coord.-specific working area limitation positive
454||Coord.-spec. work. area limitation, negative valid
455||Coord.-spec. work. area limitation, positive valid
456||Active working area group in the IPO
457||Path veloc. in basic coordinate system
458||Path velocity in the BCS
459||Path velocity in the WCS (SYNACT)
460||Path velocity in the workpiece coordinate system
461||Add. path feed correction for synchronous actions
462||Status of the AFIS function
463||active G function in synchronized action 
464||Link transfer rate
465||All axes referenced
466||Axes in exact stop
467||Factor for tool life monitoring
468||Acknowledgment counter variable
469||Command counter variable
470||Distance of the MT place of the loaded tool
471||Command number
472||Source location number new tool
473||Source location number old tool
474||Location number of the new tool
475||Target location number new tool
476||Target location number old tool
477||Source magazine new tool
478||Source magazine old tool
479||Magazine of the new tool
480||Target magazine new tool
481||Target magazine old tool
482||Number of the multitool place of the tool
483||Number of the multitool of the tool
484||Number of defined places in the multitool
485||Command status
486||Number of toolholder
487||T number
488||Type of distance coding for the multitool
489||Active channel-specific basic frames
490||Information of active block in the interpolator
491||Type of the active block in the interpolator
492||Information on block type
493||NCK alarm pending
494||Display of existing axes.
495||Counter indicating changes of axes configuration
496||Status of the channel-specific start disable
497||Channel status (1=active)
498||Signal from PLC to cycle
499||Programmed dwell time
500||Desired value of the interpolation feedrate
501||Interpolation feed during search
502||Parameter(s) of the programmed transformation
503||No. prog. transformation data record block search
504||Prog. transformation block search
505||Number of the assigned contour handwheel
506||Incorrect block occurred
507||Signal from cycle to PLC
508||Restricted cyclic variable service
509||Stop in curr.progr.area is effect.after a delay
510||Error status of PI _N_DELOBJ
511||Traversing direction
512||Path length for logging event DRAW_POS
513||Time window for logging event DRAW_POS
514||Activate additional rapid traverse override
515||Program execution from external active
516||Interpolation feedrate, override
517||Interpolation feedrate, units
518||Interpolation feedrate, units (search)
519||Block search active
520||G00: Path axes traverse as pos. axes
521||to be defined
522||Boolean parameter(s) of the cutting generator
523||CHAR parameter(s) of the cutting generator
524||INT parameter(s) of the cutting generator
525||DOUBLE parameter(s) of the cutting generator
526||CHAR16 parameter(s) of the cutting generator
527||CHAR160 parameter(s) of the cutting generator
528||CHAR32 parameter(s) of the cutting generator
529||Array size of the cutting generator parameters
530||Active tool offset number in ISO mode
531||Counter indicating that a new LUD ACC is available
532||Active channel machine function
533||Status array for the wait marker
534||Index of the found string
535||Counter for end of program
536||Counter for Reset key
537||Counter for NC-start key
538||Counter for NC start signal
539||Path length for logging event NEW_MOT_SEQ
540||Number of tool holders in the TOA of the channel
541||Logging: Standard event types
542||Logging: OEM event types
543||Net runtime of last NC program
544||Modification counter for oldProgNetTime
545||Axial acceleration override: run in
546||Axial jerk override: run in
547||Axial velocity override: run in
548||One axis offset of the active tool carrier
549||An axis vector of the active tool carrier
550||An offset vector of the active tool carrier
551||Transformation number
552||Index of the orientation axis in the kin. chain.
553||Channel axis index of an orientation axis (ext.).
554||Channel axis index of an orientation axis (int.).
555||Invert direction of spindle rotation tool
556||Invert dir. of spindle rot. tool (block search)
557||Last programmed value of CUTMOD
558||Last programmed value CUTMODK
559||CUTMODK active
560||CUTMODK active (block search)
561||Last programmed value CUTMODK (block search)
562||Last programmed value of CUTMOD (block search)
563||EG block change criterion
564||Master tool holder for cutting edge selection
565||Offset normal
566||Angle diff. of orientation axes (1st solution)
567||Angle diff. of orientation axes (2nd solution)
568||Angle of orientation axes (1st solution)
569||Angle of orientation axes (2nd solution)
570||Angle calc. status during orientation programming
571||Status of orientation axes during orientation prog
572||Duplo number of programmed tool)
573||Active prog. events
574||Trigger for time measurement
575||Program status
576||Number of programmed tool
577||No. progr. tool for flat D-no. with max. 8 digits
578||Identifier programmed tool
579||Programmed value of the command $P_USEKT
580||NCK is waiting for the release of an NC program
581||Protection zone modification counter
582||Activate event in preprocessing
583||Logging: Active users
584||Active tool carrier with orientation capability
585||Angles of axes for toolholders
586||Angular difference between toolholder axes
587||Number of available tool carriers
588||Toolholder number of solutions
589||Tool carrier status
590||Angle of rotation for edge position
591||Angle of rotation for block search edge position
592||Tool orientation
593||Current tool rotation
594||Rapid traverse override
595||Remaining dwell time
596||Setpoint number of workpieces
597||Status information on JOG retract
598||Orientation reference system
599||Function with search run
600||Status of the block search run
601||Assignment of NC program to interrupt channel
602||Block search waits for partner channel
603||Partner channel NCU, block search waits
604||Simulation tolerance
605||simulationSupport
606||Support of the JobShop simulation during search
607||Number of special workpieces (user-defined)
608||Identifies splitted blocks
609||Start counter for channel-specific start disable
610||Status of the global start disable
611||Counter for rejected NC starts
612||Replaced by stopCondNew
613||Modification counter for stop states.
614||Number of the stop state of the NC
615||Number of active stop states
616||Replaced by stopCondParNew
617||ASCII stop state parameter(s)
618||Stop state parameter(s)
619||Time stamp BCD for stop state
620||Stop run active
621||Modification counter for stop run
622||Suppression of language commands
623||Alarm number during the syntax check
624||Parameter 1 for an alarm during the syntax check
625||Parameter 2 for an alarm during the syntax check
626||Parameter 3 for an alarm during the syntax check
627||Parameter 4 for an alarm during the syntax check
628||Faulty line in the syntax check
629||Status of the "Syntax check" function
630||Current lead
631||Current lead during search run
632||Dwell time unit
633||Time after a block change in seconds
634||Time after a block change in IPO cycles
635||Tool corner radius offset TOFFCR
636||Tool length offset TOFFL
637||Tool length offset TOFFL in the WCS
638||Tool radius offset TOFFR
639||Change counter of the tool data in a channel
640||Modification counter for tool offsets
641||Modification counter for ISO tool offset data
642||Modification counter for magazine data
643||Info about tool orientation in the work
644||Current tool holder data
645||Spindle or tool number of the active D
646||Total of all machined workpieces
647||Transformation active
648||Translation reference system
649||OA compensation value
650||EG synchronism deviation
651||Synchronous run difference with sign
652||Actual value synchronism difference
653||Status of the actual value synchronism difference
654||Actual value of the tool orientation
655||Angle between setpoint and actual orientation
656||Status of the actual orientation
657||Actual value of tool rotation
658||Angle bet. setpoint & actual tool rotation vectors
659||Status of the computation of the actual rotation
660||External path for selected program
661||Dry run feedrate
662||Starting angle for thread
663||Current relative SZS setpoint of an axis
664||Stored axial dist.-to-go in WCS after DELDTG
665||Status of the diameter programming
666||Axial distance from beginning of block in the WCS
667||Axial dist.-to-go for infeed during oscill. in WCS
668||Axial distance to the end of block in the WCS
669||Path from the motion starting point in the BCS
670||Path from the motion starting point in the WCS
671||BCS setpoint
672||Current setpoint of a Cartesian axis
673||BCS setpoint value including override components
674||Current setpoint after the first transformation
675||Current setpoint after the second transformation
676||Current setpoint after the third transformation
677||WCS setpoint value including override components
678||Latched probe position retransformed in the WCS
679||Access meas. result trigger event 1 in WCS
680||Access meas. result trigger event 2 in WCS
681||Access meas. result trigger event 3 in WCS
682||Access meas. result trigger event 4 in WCS
683||Current relative WCS setpoint of an axis
684||Status of the G96/G961/G962 assignment
685||Value of tthe superimposition in the tool directio
686||Limiting value achieved via $AA_TOFF[ ]
687||Difference value main run to run in of $AA_TOFF[ ]
688||Cumulative value of superimposition in the tool di
689||Axis veloc. in workpiece coordinates
690||Return point on the contour for repositioning
691||Distance-to-go in the SZS
692||Actual value of axis-specific feedrate
693||$$/C/SEGA/actFeedRate with revolutional feedrate
694||Actual value in basic coordinate system
695||Base position of the active tool
696||$$actToolBasePosBasic with diameter conv.
697||$$/C/SGA/actToolBasePos with diameter conv.
698||Current setpoint relative to the BZS
699||$$actToolBasPosBN with diameter conv.
700||Current setpoint in the SZS coordinate system
701||corresponds to $$actToolBasPosEN Mode=1
702||Actual position value in relation to WOS frame
703||Axis active
704||$$/C/SEGA/axisFeedRateUnit with revolut. feedrate
705||Unit of axial feedrate
706||Desired value of axis-specific feedrate
707||$$/C/SEGA/cmdFeedRate with revolutional feedrate
708||Programmed end position in the BCS
709||Programmed SZS position
710||Programmed SZS position for block search
711||Position as diameter or radius
712||Identifier for geometry/auxiliary axis
713||DRF value
714||effComp
715||Feedrate override
716||Number of the geometry axis
717||Number of assigned handwheel
718||Absolute axis index
719||Motion end criterion for single-axis interpolation
720||Number of the assigned ori handwheel
721||Axis specification
722||Subspecification
723||Axis type
724||Current BCS encoder position of an axis
725||Cartesian BCS encoder position of an axis
726||Actual value at the output of first transformation
727||Actual value at output of second transformation
728||Actual value at the output of third transformation
729||Current WCS actual value of an axis
730||Current axial acceleration value 
731||Current acceleration value in percent
732||Current indexing position
733||Display of active alarms
734||Axis status with respect to axis replacement
735||Axis type with respect to axis replacement 
736||Status of axis/spindle disable
737||Source of axis/spindle disable
738||Axial offsets of an axis
739||Conditions for interpolator stop in the BCS
740||Conditions for interpolator stop in the MCS
741||Current braking status
742||Axis in the channel
743||Collision position
744||Current coupling state of the slave spindle
745||Gen. coupling:  comp. value of synchronism diff.
746||Generic coupling: path for $$aaCoupCorr
747||Pos. offset of the synchr. spindle desired value
748||Dependence on other axes
749||Selection of the setpoint filter chains
750||Axis distance from beginning of the block in BCS
751||Total decelaration distance, BCS
752||Command share of decel. dist. of axis ax in BCS
753||Offset section of the deceleration distance, BCS
754||Dependent section of the decelaration dist., BCS
755||Total decelaration distance, MCS
756||Spec. section of the decelaration distance, MCS
757||Offset section of the deceleration distance, MCS
758||Dependent section of the decelaration dist., MCS
759||Axis distance to the end of the block in the BCS
760||Axis dist-to-go of infeed during oscill. in BCS
761||First measuring system is active 
762||Second measuring system is active 
763||Measuring system is active 
764||ESR axis enable
765||ESR axis status
766||Activation of ESR
767||Selected fixed point
768||BZS setpoint value (C) incl. override components
769||SZS setpoint value (C) incl. override components
770||Status for the programmed position 
771||Synchronization status of the following axis
772||NC, channel and channel axis no. of interpolator.
773||Total traverse processes of an axis with jerk
774||Total traverse time of an axis with jerk
775||Overall total jerk of an axis
776||Position reached for JOG to position
777||JOG to position is active
778||Actual lead value position
779||Current master value
780||Simulated lead value - position
781||Simulated leading value velocity
782||Actual lead value velocity
783||Smoothed drive load 
784||Assignment of physical axis
785||Current status of master-slave configuration
786||Current status of the master-slave coupling
787||Axial measuring active 
788||Latched probe position in the MCS
789||Access meas. result trigger event 1 in MCS
790||Access meas. result trigger event 2 in MCS
791||Access meas. result trigger event 3 in MCS
792||Access meas. result trigger event 4 in MCS
793||Position offset from synchronous actions
794||Limit for axial correction  $AA_OFF reached
795||Total value of overlaid motion
796||Fixed point reached
797||Oscillation interrupt position 1
798||Oscillation interrupt position 2
799||Current reverse position 1 for oscill. in the BCS
800||Current reverse position 2 for oscill. in the BCS
801||Axial override for synchronous actions
802||PLC override for motion-synchronous actions
803||Retraction position of the single axis
804||Retraction of the single axis is programmed
805||Axis status "Position restored"
806||Smoothed drive power
807||Programmed indexing position
808||Axis is referenced
809||REPOS suppression active 
810||Current setpoint parameter set 
811||Single axis status
812||Software end position, negative direction
813||Software end position, positive direction
814||Axis status
815||Status slave axis with lead value coupling
816||Setpoint synchronism difference
817||Status of the synchronism difference
818||Total axial override f. motion-synchronous actions
819||Total traverse processes of an axis
820||Total traverse processes of an axis at high speed
821||Total travel path of an axis
822||Total travel path of an axis at high speed
823||Total traverse time of an axis
824||Total traverse time of an axis at high speed
825||Axis type according to $AA_TYP
826||Cross-channel axis type
827||Axis veloc. in basic coordinates
828||Axis veloc. in machine coordinates
829||Add. correction value for path feed or axial feed
830||Reapproach position valid
831||Offset to leading axis/spindle,  actual value
832||Actual value of axis-specific feedrate
833||Current indexing position number
834||Actual value of rotary speed
835||Actual value of the resolution
836||State var. PI Service auto. set-up of asyn. motor
837||Sum of compensation values
838||Axis active
839||Unit of axial feedrate
840||Axis exists
841||Channel number of axis
842||Axis is connected (VDI input signal)
843||Desired value of position after fine interpolation
844||Position offset referring to leading axis/spindle
845||Desired value of axis-specific feedrate
846||Desired value of rotary speed.
847||Controller enable
848||Controller mode servo
849||Diagnostics of braking time
850||Machine axis identifier
851||Distance per revolution of the drive
852||DRF value
853||2nd torque limit
854||Actual motor wiring
855||Number of the actual drive parameter set
856||Message ZK1 drive alarm
857||Control mode of drive
858||Heatsink temperature monitoring
859||Number of drive data sets
860||Motor wiring selection (star/delta)
861||Desired parameter set of the drive
862||Ramp-function generator rapid stop
863||I/F mode
864||Enable inverter impulse
865||Drive assignment (driveIndex)
866||Integrator disable
867||State of the DC link voltage
868||Motor temperature warning
869||Parking axis
870||Drive switched on
871||Configurable messages
872||Drive ready
873||Current state reached during the boot process
874||Set-up mode
875||Smoothing the desired value of the rotary speed
876||Sum of the compensation values for encoder 1
877||Sum of the compensation values for encoder 2
878||Position measuring system 1 is enabled
879||Position measuring system 2 is enabled
880||Active encoder
881||State of the function generator
882||Feedrate override
883||Status of ForceControl function
884||Additional info on travel to fixed stop
885||State after travelling to fixed stop
886||Number of assigned handwheel
887||Impulse enable for drive
888||Absolute axis index
889||Machine axis has control over the drive
890||position control gain factor
891||Following error
892||Drive assignment (logDriveNo)
893||State of the probing function
894||Actual position value for measuring system 1.
895||Actual position value for measuring system 2.
896||Actual position difference between 2 encoders
897||Unit for service values of the drives
898||Number of parameter set
899||Feed forward control factor torque
900||Feed forward control factor velocity
901||Feed forward control mode
902||Preset state
903||PRESETS
904||PRESET
905||Indexing number
906||Quadrant error compensation learning active
907||Axis is being referenced
908||Reference point cam
909||Referencing phases
910||Axis must be referenced and is referenced
911||Encoder status for measuring system 1
912||Encoder status for measuring system 2
913||Acceptance test status Safely Limited Positions
914||Acceptance test status
915||Safe limit of desired speed
916||Stop on another axis
917||Axis specification
918||Status of the spindle mode switchover
919||State controller
920||Subspecification
921||Torque limitation value
922||State of trace channel 1
923||State of trace channel 2
924||State of trace channel 3
925||State of trace channel 4
926||Position controller difference
927||Contour deviation
928||Axis type
929||Enc 1: Initial difference with absolute encoder
930||1st meas. system: Error counter for abs. encoder
931||1st meas. system: Status of abs. encoder interface
932||Enc1:Maximum of $$vaEnc1ZeroMonAct w. abs. encoder
933||Enc 2: Initial difference with absolute encoder
934||2nd meas. system: Error counter for abs. encoder
935||2nd meas. system: Status of abs. encoder interface
936||Enc2:Maximum of $$vaEnc2ZeroMonAct w. abs. encoder
937||Feedrate force
938||Adaptation factor for acceleration DYNFINISH
939||Adaptation factor for acceleration DYNNORM
940||Adaptation factor for acceleration DYNPOS
941||Adaptation factor for acceleration DYNPREC
942||Adaptation factor for acceleration DYNROUGH
943||Adaptation factor for acceleration DYNSEMIFIN
944||Adaptation factor ADAPT1 for drive parameters
945||Adaptation factor ADAPT2 for drive parameters
946||Adaptation factor ADAPT3 for drive parameters
947||Adaptation factor ADAPT4 for drive parameters
948||Adaptation factor for torque feedforward control
949||Adap. factor f. friction feedforward control minus
950||Adapt. factor f. friction feedforward control plus
951||Input value for load adaptation
952||Adaptation is active
953||Adaptation factor for jerk DYNFINISH
954||Adaptation factor for jerk DYNNORM
955||Adaptation factor for jerk DYNPOS
956||Adaptation factor for jerk DYNREC
957||Adaptation factor for jerk DYNROUGH
958||Adaptation factor for jerk DYNSEMIFIN
959||Adaptation factor for pitch compensation
960||Adaptation factor for position control gain
961||Axial OA total compensation value
962||Axial sag compensation value
963||Status of chatter detection
964||Status synchronism(2) of the foll. axis / spindle
965||Drive actual current value
