VariableID||Description
74||aktuelle Bruttolaufzeit
75||aktuelle Nettolaufzeit
76||durchschnittliche Nettolaufzeit
77||Werkzeug-Eingriffszeit( in Sekunden )
78||Laufzeit des angewählten NC-Programms
79||Füllstand des IPO-Puffers (ganzzahlig in Prozent)
80||maximale Bruttolaufzeit
81||maximale Bruttolaufzeit 
82||maximale Nettolaufzeit
83||maximale Nettolaufzeit 
84||minimale Bruttolaufzeit
85||minimale Bruttolaufzeit 
86||minimale Nettolaufzeit
87||minimale Nettolaufzeit 
88||Gesamtlaufzeit NC-Programme
89||Summe der Nettolaufzeiten
90||Task ist vorhanden
91||Name der Task
92||Datenformat der Protokollierung
93||Anzahl des Auftretens des Events
94||Anzahl wie oft das Event aufgetreten ist.
95||Index der Datenliste
96||Geschriebene Bytes im Fifo-File
97||Gelesene Bytes im Fifo-File
98||Zustand des Events
99||Zustand
100||Art des Headers im Datensatz
101||max. erreichter Füllstand Fifo-Puffer
102||max. Länge Protokollfile
103||max. erreichte Protokollfilelänge
104||Anzahl Bytes Protokollfile zu klein
105||Anzahl Einträge Fifo-Puffer zu klein
106||Protokoll-Filename
107||Allgemeiner Ergebniswert
108||Anzahl Events zu überspringen
109||Bearbeitungssperre für den Start-Trigger
110||Bearbeitungssperre für den Stop-Trigger
111||$$traceProtocolLock wirkt nicht
112||Zeitbasis
113||Translation aktiver Frame
114||Feinverschiebung eines aktiven Frames
115||Spiegeln aktiver Frame
116||Drehung aktiver Frame
117||Koordinatendrehung aktiver Frame
118||Skalierungsfaktor aktiver Frame
119||Übersetzung einstellbarer Frame
120||Feinverschiebung bei Frames
121||Spiegeln einstellbarer Frame
122||Drehung einstellbarer Frame
123||Koordinatendrehung einstellbarer Frame
124||Skalierungsfaktor einstellbarer Frame
125||Übersetzung externer Frame
126||Feinverschiebung des externen Frames
127||Spiegeln externer Frame
128||Drehung externer Frame
129||Koordinatendrehung externe Nullpunktverschiebung
130||Skalierungsfaktor externer Frame
131||Translation Grinding Frame
132||Feinverschiebung bei Frames
133||Spiegeln Grinding Frame
134||Drehung Grinding Frame
135||Koordinatendrehung Grinding Frame
136||Skalierungsfaktor Grinding Frame
137||Übersetzung
138||Feinverschiebung eines Systemframes
139||Mirror eines Systemframes
140||Drehungen eines Systemframes
141||Koordinatendrehung eines Systemframes
142||Skalierungsfaktor eines Systemframes
143||Übersetzung einstellbarer Frame
144||Feinverschiebung bei Frames
145||Spiegeln einstellbarer Frame
146||Drehung einstellbarer Frame
147||Koordinatendrehung einstellbarer Frame
148||Skalierungsfaktor einstellbarer Frame
149||MD 20080: $MC_AXCONF_CHANAX_NAME_TAB
150||Kollisionsposition in Weltkoordinaten
151||Kollision zweier Schutzbereiche
152||Deklaration eines variablen Schutzbereiches
153||Realparameter eines Schutzbereiches
154||Stringparameter eines Schutzbereiches
155||Fehlerstatus nach Aufruf der Prozedur FIXTURE
156||Abszisse Kreismitte des 1. Konturelements
157||Abszisse Kreismitte des 2. Konturelements
158||Abszisse Kreismitte des 3. Konturelements
159||Abszisse Kreismitte des 4. Konturelements
160||Abszisse Kreismitte des 5. Konturelements
161||Abszisse Kreismitte des 6. Konturelements
162||Abszisse Kreismitte des 7. Konturelements
163||Abszisse Kreismitte des 8. Konturelements
164||Abszisse Kreismitte des 9. Konturelements
165||Abszisse Kreismitte des 10. Konturelements
166||Ordinate Kreismitte des 1. Konturelements
167||Ordinate Kreismitte des 2. Konturelements
168||Ordinate Kreismitte des 3. Konturelements
169||Ordinate Kreismitte des 4. Konturelements
170||Ordinate Kreismitte des 5. Konturelements
171||Ordinate Kreismitte des 6. Konturelements
172||Ordinate Kreismitte des 7. Konturelements
173||Ordinate Kreismitte des 8. Konturelements
174||Ordinate Kreismitte des 9. Konturelements
175||Ordinate Kreismitte des 10. Konturelements
176||Abszisse Endpunkt des 1. Konturelements
177||Abszisse Endpunkt des 2. Konturelements
178||Abszisse Endpunkt des 3. Konturelements
179||Abszisse Endpunkt des 4. Konturelements
180||Abszisse Endpunkt des 5. Konturelements
181||Abszisse Endpunkt des 6. Konturelements
182||Abszisse Endpunkt des 7. Konturelements
183||Abszisse Endpunkt des 8. Konturelements
184||Abszisse Endpunkt des 9. Konturelements
185||Abszisse Endpunkt des 10. Konturelements
186||Ordinate Endpunkt des 1. Konturelements
187||Ordinate Endpunkt des 2. Konturelements
188||Ordinate Endpunkt des 3. Konturelements
189||Ordinate Endpunkt des 4. Konturelements
190||Ordinate Endpunkt des 5. Konturelements
191||Ordinate Endpunkt des 6. Konturelements
192||Ordinate Endpunkt des 7. Konturelements
193||Ordinate Endpunkt des 8. Konturelements
194||Ordinate Endpunkt des 9. Konturelements
195||Ordinate Endpunkt des 10. Konturelements
196||untere Grenze des Schutzbereichs, Applikate
197||obere Grenze des Schutzbereichs, Applikate
198||sofort aktiv nach Referenzieren
199||Anzahl der gültigen Konturelemente
200||Konturtyp des 1. Konturelementes
201||Konturtyp des 2. Konturelementes
202||Konturtyp des 3. Konturelementes
203||Konturtyp des 4. Konturelementes
204||Konturtyp des 5. Konturelementes
205||Konturtyp des 6. Konturelementes
206||Konturtyp des 7. Konturelementes
207||Konturtyp des 8. Konturelementes
208||Konturtyp des 9. Konturelementes
209||Konturtyp des 10. Konturelementes
210||Begrenzung des Schutzbereiches Applikate
211||Ebenenzuordnung des Schutzbereiches
212||Werkstück- oder werkzeugbezogener Schutzbereich
213||Fehlerstatus nach Aufruf der Prozedur WORKPIECE
214||R-Parameter 
215||axiale Beschleunigungskorrektur (ACC)
216||axiale Beschleunigungskorr. HL
217||Aktive Achstoleranz
218||EG Kopplung aktiv
219||EG Achsnummer Leitachse
220||EG Nenner Koppelfaktor
221||EG Zähler Koppelfaktor
222||EG Anzahl Leitachsen
223||EG Synchronposition Leitachse
224||EG Synchronposition Folgeachse
225||EG Kopplungsart
226||Aktiver Faktor für Rundachsweg
227||Einfluss einer Achse auf Bahngeschwindigkeit
228||axiale Ruckkorrektur (JERKLIM)
229||axiale Ruckkorrektur HL
230||Axiale Messpunktspeicherung 1
231||Axiale Messpunktspeicherung 2
232||Axiale Messpunktspeicherung 3
233||Axiale Messpunktspeicherung 4
234||1. Messpunkt
235||2. Messpunkt
236||3. Messpunkt
237||4. Messpunkt
238||Mess-Sollwinkel
239||Mess-Sollposition
240||Axiale Sollwertspeicherung
241||Synchronlaufdifferenz sollwertseitig
242||Status Synchronlaufdifferenz sollwertseitig
243||axiale Geschwindigkeitskorrektur (VELOLIM)
244||axiale Geschwindigkeitskorr. HL
245||Aktuelle Endwinkeltoleranz bei Polinterpolation
246||Zuordnung Längenkomponenten für aktives Werkzeug
247||Zuordnung Längenkomponenten für aktives WZ (SSL)
248||ESR Alarm-Status
249||Grund der Aktivierung eines ASUPs
250||Zustand Achs-Container
251||Override der externen Kollisionsvermeidung
252||Kegelwinkel
253||Aktive Konturtoleranz
254||Aktiver G00 Toleranzwert der Kontur
255||Abgelatchter Restweg Bahn Werkstückkoord.-System
256||Entfernung v.Satzanfang im Basiskoordinatensystem
257||Entf. v. Satzanfang i. Werkstückkoord.-System
258||Entfernung v. Satzende im Basiskoordinatensystem
259||Entf. v.Satzende im Werkstückkoord.-System
260||Auslösung ESR
261||a0-Koeffizient n. Polynom für Synchronaktion
262||a1-Koeffizient n. Polynom für Synchronaktion
263||a2-Koeffizient n. Polynom für Synchronaktion
264||a3-Koeffizient n. Polynom für Synchronaktion
265||Unterer Grenzwert n. Polynom für Synchronaktion
266||Oberer Grenzwert n. Polynom für Synchronaktion
267||Max. Eilganggeschwindigkeit im Satz
268||Schlüssel der Bahngeschwindigkeits-Achsen
269||Zahnvorschub, Sollwert
270||Schleifeingang (Plc->Nck) lesen
271||Schleifeingang  aktivieren
272||Schleifeingang aktiv?
273||Schleifeingang (PLC->NCK) lesen
274||Schleifeingang (NCK->PLC) lesen
275||Status Kennung aktive Funktionen
276||Zeigt an, ob aktueller Kanal Handlingskanal ist
277||aktuelle Stellung der Maschine
278||aktuelle Stellung der Kanalachsen
279||Joggen von Kreisen ist angewählt
280||Koordinatensystem Handverfahren
281||Information über Schnellabheben
282||Messtaster hat geschaltet
283||Ebeneneinstellung
284||Kanal-Basisframemaske
285||Systemframe-Bitmaske
286||Ecken-Schnittwinkel
287||Soll-Schnittwinkel
288||Durchmesser
289||Anfahrrichtung
290||Schneidennummer
291||Feinverschiebung
292||Frameauswahl
293||Daten für Vermessung
294||Messpunktspeicherung
295||Globale Basisframemaske
296||Transformationsverhalten des Messinterfaces
297||Koordinatensystem des 1. Messpunktes
298||Koordinatensystem des 2. Messpunktes
299||Koordinatensystem des 3. Messpunktes
300||Koordinatensystem des 4. Messpunktes
301||Programmierbares Frame
302||Messergebnis
303||Maßeinheit
304||Semaphore Werkstückmessung
305||Koordinatensystem des Sollpunktes
306||Werkzeugnummer
307||Werkzeuglänge
308||Werkzeugeinstellung
309||Messtyp
310||Einstellbares Datenhaltungsframe
311||Gültigkeitsbits
312||Werkstück-Lagewinkel
313||Soll-Werkstücklage-Winkel
314||Werkzeugüberwachungsistwert zu Sollwert
315||Nummer der Masterspindel
316||Nummer der aktuellen Master-WZ-Halter
317||Zuordnung WKZ-Längenkomponenten für Fräswerkzeuge
318||Zuordnung Längenkomponenten für Fräs-WKZ (SSL)
319||Aktive Orientierungstoleranz
320||Aktiver G00 Toleranzwert der Orientierung
321||Bahnoverride für Synchronaktionen
322||Bahnbeschleunigung für Echtzeitereignisse
323||Bahnruck für Echtzeitereignisse
324||Normierter Bahnparameter
325||PLC-Override für Synchronaktionen
326||Bahnweg v. Satzanfang im Basiskoordinatensystem
327||Bahnweg vom Satzende im Basiskoordinatensystem
328||Aktuelle Laufzeit des Vorlaufs
329||Aktuelle Brutto-Laufzeit des Vorlaufs
330||Längste Laufzeit des Vorlaufs
331||Längste Brutto-Laufzeit des Vorlaufs
332||Kürzeste Laufzeit des Vorlaufs
333||Kürzeste Brutto-Laufzeit des Vorlaufs
334||Programmstatus gemäß $AC_PROG
335||Programmlaufzeit - Nebenzeit
336||Bearbeitungszeit des Satzes
337||Programmlaufzeit - Hauptzeit
338||kart. PTP-Fahren wird unterstützt
339||Freie Safety-Synchronaktionselemente
340||Simulationsmode
341||Satzbearbeitungszeit in der Simulation
342||Zeitschritt in der Simulation
343||Kanalzustand gemäß $AC_STAT
344||Aktiver G00 Toleranz Faktor
345||Freispeicher Bewegungssynchronaktionen
346||Status einer Synchronaktion
347||Aktuelle Laufzeit für Synchronaktionen
348||Durchschn. Laufzeit für Synchronaktionen
349||Längste Laufzeit für Synchronaktionen
350||Tangentenwinkel am Satzendpunkt
351||aktiver Werkzeugträger
352||Triggervariable ACKnowledgeTrigger
353||Triggervariable: CoMmadTrigger
354||Kollisionsposition im MKS
355||aktive Summenkorrektur
356||aktive Summenkorrektur für Suchlauf
357||Nummer der aktiven Werkzeugschneide
358||Ersetzt durch actDNumberFanuc32
359||Korrekturspeichernummer Radius (ISO-Dialekt)
360||Entspricht actDNumber für Suchlauf mit Berechnung
361||Duplo-Nummer des aktiven Werkzeuges
362||Interpolationsvorschub, Istwert
363||Interpolationsvorschub erweitert, Istwert
364||Begrenzung Bahnvorschub
365||Index des aktiven eingestellten Frames
366||Index des aktiven eingestellten Grinding Frames
367||Ersetzt durch actHNumberFanuc32
368||Korrekturspeichernummer Länge (Fanuc)
369||Programmierte Gewindesteigung
370||Aktuelle Gewindesteigung
371||Aktuelle Gewindesteigungsänderung
372||Zeit vom Satzanfang in Sekunden
373||Zeit vom Satzanfang in Interpolationstakten
374||Zeitzelle in Sekunden
375||Aktive Interpolationsart in der verfahren wird
376||Aktive Interpolationsart
377||Aktiver Sprachmodus
378||aktive Nr. des Master-WZ-Halters 
379||Nummer des Multitools mit aktivem WZ
380||Nummer des MT-Platzes mit aktivem WZ
381||Sollwert der Werkzeugorientierung
382||Sollwert der Orientierung mit Überlagerungen
383||Überlagerung der Werkzeugorientierung (Winkel).
384||Überlagerte Orientierung
385||Überlagerung der Werkzeugorientierung
386||Restwinkel der Werkzeugorientierung
387||Endorientierung
388||Sollwert der Werkzeugdrehung
389||Sollwert der Drehung mit Überlagerungen
390||Überlagerung der Werkzeugdrehung (Winkel).
391||Überlagerte Drehung der Orientierung
392||Überlagerung der Werkzeugdrehung
393||Restwinkel der Werkzeugdrehung
394||Enddrehvektor des aktuellen Satzes
395||X-Anteil des Werkzeugs im WKS
396||Y-Anteil des Werkzeugs im WKS
397||Z-Anteil des Werkzeugs im WKS
398||Gesamter Bahnoverride für Synchronaktionen
399||Begrenzung Bahnbeschleunigung
400||Ist-Werkstückzahl
401||Laufzeit des angewählten NC-Programms
402||Codenummer der aktiven Transformation
403||Aktive verkettete Transformation
404||Korrekturelement mit Index 0 in der Part-Kette.
405||Korrekturelement mit Index 1 in der Part-Kette.
406||Korrekturelement mit Index 2 in der Part-Kette.
407||Korrekturelement mit Index 3 in der Part-Kette.
408||Korrekturelement mit Index 0 in der Tool-Kette.
409||Korrekturelement mit Index 1 in der Tool-Kette.
410||Korrekturelement mit Index 2 in der Tool-Kette.
411||Korrekturelement mit Index 3 in der Tool-Kette.
412||Name einer aktiven kinematischen Transformation
413||Orientierungsrichtung Index 0 in der Part-Kette.
414||Orientierungsrichtung Index 1 in der Part-Kette.
415||Orientierungsrichtung Index 2 in der Part-Kette.
416||Orientierungsrichtung Index 0 in der Tool-Kette.
417||Orientierungsrichtung Index 1 in der Tool-Kette.
418||Orientierungsrichtung Index 2 in der Tool-Kette.
419||Lage einer Orientierungsachse in der kin. Kette.
420||Parameter der aktuellen Transformation
421||Nummer des akt. Trafodatensatzes
422||Abschnitt mit Index 0 in der Part-Kette.
423||Abschnitt mit Index 1 in der Part-Kette.
424||Abschnitt mit Index 2 in der Part-Kette.
425||Abschnitt mit Index 3 in der Part-Kette.
426||Abschnitt mit Index 0 in der Tool-Kette.
427||Abschnitt mit Index 1 in der Tool-Kette.
428||Abschnitt mit Index 2 in der Tool-Kette.
429||Abschnitt mit Index 3 in der Tool-Kette.
430||Aktive Werkzeugnummer
431||akt. Werkzeug f. flache D-Num. bis zu 8 Stellen
432||Entspricht actTNumber für Suchlauf mit Bereich.
433||Adapter- bzw. Basismaß des aktiven Werkzeugs.
434||Aktive Werkzeug-Korrektur-Daten vor dem Suchlauf
435||Einrichtekorrektur des aktiven Werkzeugs
436||Geometrieanteil des aktiven Werkzeugs
437||Verschleißanteil des aktiven Werkzeugs
438||Bezeichner des aktiven Werkzeugs
439||Aktive Werkzeuglänge 1
440||Aktive Werkzeuglänge 2
441||Aktive Werkzeuglänge 3
442||Zuordnung WKZ-Längenkomponenten für Drehwerkzeuge
443||Zuordnung Längenkomponenten für Dreh-WKZ (SSL)
444||Aktiver Werkzeugradius
445||Summenkorrektur des aktiven Werkzeugs
446||Anteil des Werkzeugträgers an der Werkzeuglänge
447||Gesamtlänge des aktiven Werkzeugs
448||aktive Transformation
449||Koord.system für Arbeitsfeldbegr.
450||koord.spezif. Arbeitsfeldbegrenzung, minus
451||koord.spezif. Arbeitsfeldbegrenzung plus
452||Koord.spezif. Arbeitsfeldbegr. minus gültig
453||Koord.spezif. Arbeitsfeldbegr. plus gültig
454||aktive Arbeitsfeldgruppe im IPO
455||Bahngeschw. in Basiskoordinaten
456||Bahngeschwindigkeit im BKS
457||Bahngeschwindigkeit im WKS (SYNACT)
458||Bahngeschwindigkeit im Werkstückkoordinatensystem
459||add. Bahnvorschubkorrektur  für Synchronaktionen
460||Status der Funktion AFIS
461||aktive G-Funktion in Synchronaktion 
462||Link-Übertragungsrate
463||alle Achsen referenziert
464||Achsen im Genauhalt
465||Faktor für Standzeitüberwachung
466||Quittierungs-Zählervariable
467||Kommando-Zählervariable
468||Distanz des MT-Platzes des eingewechselten WZs
469||Kommandonummer
470||Quellplatznummer neues Werkzeug
471||Quellplatznummer altes Werkzeug
472||Platznummer des neuen WZ 
473||Zielplatznummer neues Werkzeug
474||Zielplatznummer altes Werkzeug
475||Quellmagazin neues Werkzeug
476||Quellmagazin altes Werkzeug
477||Magazin des neuen WZ 
478||Zielmagazin neues Werkzeug
479||Zielmagazin altes Werkzeug
480||Nummer des Multitoolplatzes des WZs
481||Nummer des Multitools des WZs
482||Anzahl der definierten Plätze im Multitool
483||Kommandostatus
484||Nummer Werkzeughalter
485||T-Nummer
486||Art der Abstandskodierung des Multitools
487||Aktive kanalspez. Basisframes
488||Informationen des aktiven Satzes im Interpolator
489||Typ des aktiven Satzes im Interpolator
490||Info über Typ des Satzes
491||NCK-Alarm steht an
492||Anzeige vorhandene Achsen.
493||Zähler für Achskonfigurationsänderung
494||Status der kanalspezifischen Startsperre
495||Kanalzustand (1=aktiv)
496||Signal von PLC an Cycle
497||Programmierte Verweilzeit
498||Interpolationsvorschub, Sollwert
499||Interpolationsvorschub bei Suchlauf
500||Parameter der programmierten Transformation
501||Nr. prog. Trafodatensatzes Satzsuchlauf
502||prog. Trafo bei Satzsuchlauf
503||fehlerhafter Satz aufgetreten
504||Signal von Cycle an PLC
505||eingeschränkter zyklischer Variablendienst
506||Stop im aktuellen Programmbereich verzögert
507||Fehlerstatus des PI _N_DELOBJ
508||Verfahrrichtung
509||Bahnlänge für Protokollierevent DRAW_POS
510||Zeitfenster für Protokollierevent DRAW_POS
511||Zusätzlichen Eilgangoverride aktivieren
512||Abarbeiten von extern  aktiv
513||Interpolationsvorschub, Override
514||Interpolationsvorschub, Einheiten
515||Interpolationsvorschub, Einheiten (Suchlauf)
516||Satzsuchlauf aktiv
517||G00: Bahnachsen fahren als Pos.achsen
518||to be defined
519||Boolean Parameter Zerspanungsgenerator
520||CHAR Parameter Zerspanungsgenerator
521||INT Parameter Zerspanungsgenerator
522||DOUBLE Parameter Zerspanungsgenerator
523||CHAR16 Parameter Zerspanungsgenerator
524||CHAR160 Parameter Zerspanungsgenerator
525||CHAR32 Parameter Zerspanungsgenerator
526||Feldgröße der Parameter Zerspanungsgenerator
527||aktive Werkzeug-Korrekturnummer im ISO-Modus
528||Zähler für neuer LUD-ACC vorhanden
529||Aktive Kanal-Maschinenfunktion
530||Status-Array für den WAIT-Marker
531||Index des gefundenen Strings
532||Zähler für Programmende
533||Zähler für Reset-Taste
534||Zähler für NC-Start Taste
535||Zähler für NC-Start-Signal
536||Bahnlänge für Protokollierevent NEW_MOT_SEQ
537||Anzahl ToolHolder im TOA des Kanals
538||Protokoll.: Standard-Event-Typen
539||Protokoll.: OEM-Event-Typen
540||Nettolaufzeit des letzten NC-Programms
541||Änderungszähler für oldProgNetTime
542||axiale Beschleunigungskorr. VL
543||axiale Ruckkorrektur VL
544||axiale Geschwindigkeitskorr. VL
545||Ein Achsenoffset des aktiven Toolcarriers
546||Ein Achsvektor des aktiven Toolcarriers
547||Ein Offsetvektor des aktiven Toolcarriers
548||Trafonummer
549||Index der Orientierungsachse in der kin. Kette.
550||Kanalachsindex einer Orientierungsachse (extern).
551||Kanalachsindex einer Orientierungsachse (intern).
552||Spindeldrehr. Werkzeug invertieren
553||Spindeldrehr. Werkzeug invertieren (Satzsuchlauf)
554||Zuletzt progr. Wert CUTMOD
555||Zuletzt progr. Wert CUTMODK
556||CUTMODK aktiv
557||CUTMODK aktiv (Satzsuchlauf)
558||Zuletzt progr. Wert CUTMODK (Satzsuchlauf)
559||Zuletzt progr. Wert CUTMOD (Satzsuchlauf)
560||EG Satzwechselkriterium
561||Master-Toolholder für Anwahl der Schneide
562||Offset-Normal
563||Winkeldiff. der Orientierungsachsen (1. Lösung)
564||Winkeldiff. der Orientierungsachsen (2. Lösung)
565||Winkel der Orientierungsachsen (1. Lösung)
566||Winkel der Orientierungsachsen (2. Lösung)
567||Status Winkelberechnung bei Orientierungsprogr.
568||Status Orientierungsachsen bei Orientierungsprogr.
569||Duplo-Nummer programmiertes Werkzeug
570||Aktive Prog-Events
571||Trigger für die Zeitmessung
572||Programmzustand
573||Nummer programmiertes Werkzeug
574||progr. Werkzeug f. flache D-Num. bis zu 8 Stellen
575||Bezeichner programmiertes Werkzeug
576||Programmierter Wert des Befehls $P_USEKT
577||NCK wartet auf die Freigabe eines NC-Programms
578||Schutzbereich Änderungszähler
579||Event im Vorlauf aktivieren
580||Protokollierung: Aktive User
581||aktiver orientierb. Werkzeugträger
582||Winkel der Achsen bei Werkzeugträgern
583||Achs-Winkeldifferenz bei Werkzeugträgern
584||Zahl verfügbarer Werkzeugträger
585||Werkzeugträger Lösunganzahl
586||Werkzeugträger Status
587||Drehwinkel f. Schneidenlage
588||Drehwinkel f. Schneidenlage SSL
589||Werkzeugorientierung
590||aktuelle Werkzeugdrehung
591||Eilgangsoverride
592||Verbleibende Verweilzeit
593||Soll-Werkstückzahl
594||Status-Informationen über JOG-Retract
595||Orientierungs-Bezugssystem
596||Funktion mit Suchlauf
597||Zustand des Satzsuchlaufs
598||Zuordnung NC-Programm zu Interrupt-Kanal
599||Satzsuchlauf wartet auf Partnerkanal
600||Partnerkanal-NCU, Satzsuchlauf wartet
601||Simulationstoleranz
602||Unterstützung der JobShop Simulation
603||Unterst. der JobShop Simul. bei Suchlauf
604||Zahl spezielle Werkstücke (Anwenderdef.)
605||kennzeichnet gesplittete Sätze
606||Startzähler bei kanalspezifischer Startsperre
607||Status der globalen Startsperre
608||Zähler für abgelehnte NC-Starts
609||ersetzt durch stopCondNew
610||Änderungszähler Haltezustände
611||Nummer Haltezustand der NC
612||Anzahl der aktiven Haltezustände
613||ersetzt durch stopCondParNew
614||Parameter Haltezustand ASCII
615||Parameter Haltezustand
616||Zeitstempel BCD für Haltezustand
617||Stopplauf aktiv
618||Änderungszähler für Stopplauf
619||Unterdrückung von Sprachbefehlen
620||Alarmnummer bei Syntaxcheck
621||Parameter 1 bei Alarm Syntaxcheck
622||Parameter 2 bei Alarm Syntaxcheck
623||Parameter 3 bei Alarm Syntaxcheck
624||Parameter 4 bei Alarm Syntaxcheck
625||Fehlerhafte Zeile beim Syntaxcheck
626||Status der Funktion "Syntaxcheck"
627||Akt. Gewindesteigung
628||Akt. Gewindesteigung bei Suchlauf
629||Einheit Verweilzeit
630||Zeit von einem Satzwechsel an in Sekunden
631||Zeit von einem Satzwechsel an in Ipo-Takten
632||Werkzeugeckenradiusoffset TOFFCR
633||Werkzeuglängenoffset TOFFL
634||Werkzeuglängenoffset TOFF im WKS
635||Werkzeugradiusoffset TOFFR
636||Änderungszähler für Werkzeug/Magazindaten
637||Änderungszähler für Werkzeugkorrekturen
638||Änderungszähler für ISO-Werkzeug-Korrekturdaten
639||Änderungszähler für Magazindaten
640||Infos über die Werkzeugorientierung im WKS
641||Aktuelle ToolHolder-Daten
642||Spindel- bzw. Werkzeugnummer des aktiven D
643||Summe aller hergestellte Werkstücke
644||Transformation aktiv
645||Translations-Bezugssystem
646||OA-Kompensationswert
647||EG Synchronlaufdifferenz
648||Synchronlaufdifferenz mit Vorzeichen
649||Synchronlaufdifferenz istwertseitig
650||Status Synchronlaufdifferenz istwertseitig
651||Istwert der Werkzeugorientierung
652||Winkel zwischen Soll- und Istorientierung
653||Status der Istorientierung
654||Istwert der Werkzeugdrehung
655||Winkel zw. Soll- und Istdrehvektor der Werkzeugdr.
656||Status der Berechnung der Istdrehung
657||externer Pfad für angewähltes Programm
658||Probelaufvorschub
659||Startwinkel bei Gewinde
660||Aktueller relativer ENS-Sollwert einer Achse
661||abgelatchter axialer Restweg im WKS-System
662||Status der Durchmesserprogrammierung
663||axialer Weg Satzanfang i. Werkstückkoord.-System
664||axialer Restweg Zustellung Pendeln im WKS-System
665||axialer Weg Satzende i. Werkstückkoord.-System
666||Weg vom Startpunkt der Bewegung im BKS
667||Weg vom Startpunkt der Bewegung im WKS
668||BKS-Sollwert
669||Aktueller Sollwert einer kartesischen Achse
670||BKS-Sollwert inkl. Überlagerungsanteile
671||Aktueller Sollwert nach der 1-ten Transformation
672||Aktueller Sollwert nach der 2-ten Transformation
673||Aktueller Sollwert nach der 3-ten Transformation
674||WKS-Sollwert inkl. Überlagerungsanteile
675||Messwert im Werkstückkoordinatensystem
676||Zugriff Messerg. Triggerereign. 1 im WKS
677||Zugriff Messerg. Triggerereign. 2 im WKS
678||Zugriff Messerg. Triggerereign. 3 im WKS
679||Zugriff Messerg. Triggerereign. 4 im WKS
680||Aktueller relativer WKS-Sollwert einer Achse
681||Status der G96/G961/G962-Zuordnung
682||Wert der Überlagerung in WZ-Richtung
683||Grenzwert über $AA_TOFF[ ] erreicht
684||Differenzwert HL zu VL von $AA_TOFF[ ]
685||Summenwert Überlagerung in WZ-Richtung
686||Achsgeschw. in Werkstückkoordinaten
687||Rücksetzpunkt an Kontur f. das Wiederanfahren
688||Restweg im ENS
689||Axialer Vorschub, Istwert
